Source,Target,Label
1732034,2751219,0
581794,1454014,0
3723371,3299898,0
3792202,4562989,0
2563111,272553,0
4628274,215638,0
1636702,1462549,0
4505036,2952819,0
245377,1186127,0
4153263,3302000,0
4578119,3277656,0
2186791,3375156,0
618228,27466,0
848445,967938,0
4362083,4719583,0
3954756,150580,0
3790020,4084535,0
3786524,1222927,0
176956,3537906,0
733692,2278786,0
3909928,2520124,0
4773087,1130656,0
1949004,502342,0
1691470,3481211,0
4581501,4404556,0
1050981,4638105,0
2417796,2914723,0
2135251,1061890,0
2597304,2834581,0
3446934,4270158,0
917712,326278,0
569014,3746287,0
2722835,595069,0
1897049,35193,0
2471357,1710226,0
3130338,321379,0
1663693,4096255,0
720305,1782640,0
2795656,3776752,0
1572031,2739336,0
1626723,3457678,0
3227175,4666797,0
1983555,3326772,0
4446867,3548250,0
1692749,879376,0
815043,1166481,0
708800,735442,0
2709243,1947541,0
3346461,4288757,0
3857955,1501616,0
1891917,1438988,0
2426721,668504,0
3754114,2429754,0
4355122,4263078,0
2604666,2683741,0
1715470,4775302,0
3656641,3454678,0
4503600,2275646,0
1363690,3030154,0
774717,4524187,0
3586203,3043288,0
866796,4555901,0
1859007,86328,0
2758355,3834136,0
1087920,450037,0
4394969,955635,0
2408478,317964,0
3627700,1350207,0
240963,760703,0
4101059,577587,0
4832715,395837,0
4691811,4114462,0
2794485,139601,0
4167395,4537926,0
2991960,1736252,0
3930140,4834217,0
1865545,3441040,0
3012635,3371695,0
2411857,1622557,0
1342319,2201772,0
4502249,3644320,0
905988,4181506,0
3833659,2741534,0
2094302,4305256,0
3172609,1733248,0
3013814,4820197,0
2852448,908267,0
4756077,1272385,0
3094064,2363772,0
2524914,3897186,0
15578,661861,0
2151207,3016258,0
4003673,4391750,0
1255489,160510,0
263386,2833502,0
4246095,2621428,0
4409523,2539767,0
2893651,158838,0
3011363,1837207,0
654220,371346,0
3220371,1091258,0
1510933,915339,0
3031733,2457825,0
164902,4389979,0
2506620,3803549,0
4817318,2588599,0
3111232,3435807,0
3354371,2754474,0
2134832,4404094,0
2221723,1840453,0
1511536,719218,0
1201735,626768,0
637460,4254826,0
4526359,4081178,0
750310,404990,0
4399765,84967,0
1884740,3886236,0
971392,4673947,0
1903489,4694771,0
4406121,2669192,0
1939284,1977869,0
3530635,119141,0
1207835,3626506,0
3756646,3536981,0
1772563,678648,0
2355971,2447589,0
1429925,3614192,0
2628963,3005354,0
2141786,24067,0
4813491,3453264,0
2954548,111947,0
3407403,219275,0
4178878,2570624,0
1144502,2817446,0
543367,2753426,0
349990,4695939,0
2654249,540017,0
2756394,740278,0
3200326,2741082,0
22084,918138,0
2548792,2930327,0
958127,4067020,0
1789232,552552,0
278128,2043319,0
405175,116826,0
348542,2793634,0
4087454,1144388,0
4700336,1736249,0
2917887,2595228,0
2438865,3188668,0
4662478,3669916,0
3839734,2937236,0
3460355,3747973,0
2887217,1633259,0
3715345,3041623,0
2019605,3553801,0
1953292,4339786,0
2992584,1617830,0
757732,473243,0
2732017,3960114,0
4476423,1407011,0
2163901,1571121,0
1588766,1570206,0
912217,3600455,0
767631,4170501,0
889529,3240977,0
3145361,2275375,0
4391894,287765,0
1382147,2763977,0
4689314,104064,0
3146501,3618891,0
865390,3212292,0
976522,11125,0
3981105,2040423,0
528969,3381837,0
2064207,2990298,0
3152887,2038701,0
2731915,1522949,0
3090308,2927927,0
1390809,1530162,0
3195604,892890,0
4611354,3688285,0
2602236,3300598,0
1424854,1169358,0
3717811,1474533,0
3468430,2455700,0
2724350,688271,0
4163084,54793,0
4310638,909260,0
2297263,3951004,0
2075372,3064872,0
3082175,2377044,0
2248253,3090025,0
1385855,1501349,0
2769705,625762,0
4423315,1803820,0
1005068,2549439,0
2602212,384635,0
1707524,968643,0
2337047,2157911,0
3782710,1725607,0
3387989,2556913,0
249003,4464330,0
3886804,4836564,0
3876494,474844,0
905886,900777,0
71502,4338760,0
2730779,376397,0
4160549,2618427,0
4645122,3930308,0
4618958,4389429,0
3053156,3331349,0
4310795,805943,0
1472942,2276430,0
3415562,541580,0
1477004,3530182,0
918789,2339063,0
1111653,4343394,0
2212296,1438741,0
2405498,4621142,0
2545562,2375069,0
335389,2354769,0
4279331,4235486,0
4682954,158843,0
2070159,2736557,0
2858750,3749401,0
3355720,4452178,0
388976,524684,0
2155329,2528356,0
4102641,2776200,0
1177183,713571,0
2682060,4281780,0
3707342,2299645,0
1766035,3708896,0
3912493,959805,0
84684,4489497,0
259276,757045,0
2739286,3517222,0
1283712,2767078,0
1891309,4300244,0
1828164,3597238,0
4459634,2680785,0
3849630,2888326,0
1525304,4550058,0
1698872,1174429,0
3784268,4856453,0
1484843,563149,0
1665061,4154860,0
1626293,2023728,0
3861957,361523,0
3089733,527717,0
103081,183260,0
3940074,2612572,0
4848861,814137,0
964322,2487786,0
2976316,1604813,0
4808362,1743730,0
4270537,4170984,0
2495640,2727872,0
953365,3805437,0
603321,2574557,0
1428638,1437603,0
3005866,273450,0
1565849,1673398,0
902289,4009493,0
1147513,2498441,0
4622657,731241,0
518704,791778,0
4604857,4156735,0
618295,1577254,0
2550671,4270541,0
107921,3628462,0
2976038,3199716,0
3358823,2008032,0
1344257,378862,0
438272,1611083,0
1668937,655091,0
3629808,275293,0
1868539,2845309,0
78780,1534052,0
2313670,2487250,0
921538,3763663,0
491894,909576,0
2310905,1419679,0
3887608,2489594,0
130397,4603881,0
1562603,3154466,0
19911,2801471,0
1308959,2365876,0
4032040,351099,0
326416,4667141,0
1386305,4505205,0
737020,1656951,0
3776673,3011883,0
808335,1609118,0
1580051,805711,0
2746546,2109557,0
797135,840628,0
2524449,1200385,0
1972091,1549452,0
3745113,2030847,0
4799271,3705967,0
3746212,4568804,0
763127,3968762,0
2551526,3017184,0
4450186,2732722,0
2786708,3921317,0
2511599,1490728,0
4000891,1553318,0
3565120,1954786,0
4708920,3247545,0
990171,1547276,0
1979184,4164321,0
4584562,1936521,0
363249,1854617,0
3726256,4635533,0
4130566,2058994,0
3693767,4704452,0
1698300,2554796,0
2219725,4096084,0
4724417,1414389,0
3197682,2740362,0
1401172,3311346,0
1572332,4474877,0
930492,4599890,0
3559394,1453511,0
4548615,1009677,0
656906,871266,0
1635060,3482036,0
3758178,1225262,0
3591183,1861968,0
712369,4089696,0
3970925,676420,0
2395553,4163530,0
4655410,1410892,0
4034460,180710,0
4511550,352440,0
2552862,4227125,0
4693686,2539937,0
1397469,289169,0
2861791,4126456,0
2827901,3369550,0
4186891,230795,0
4298873,3738765,0
2248980,440415,0
2404524,2898313,0
4714729,3835548,0
3468748,4840392,0
886601,3124586,0
2162199,1943973,0
1467860,2074533,0
1622980,1373712,0
2844304,3066769,0
4499957,3748872,0
337885,2954815,0
1833119,972055,0
2384313,2742123,0
1670297,3491931,0
629069,4367067,0
288782,3463364,0
2268915,2840107,0
4031374,585502,0
1419951,3034917,0
909823,2900894,0
1672144,3963595,0
1303318,4042442,0
4084421,4776652,0
1440698,3760596,0
1110586,842093,0
1589391,2704230,0
837921,4211134,0
499685,4262836,0
646134,1885394,0
1557967,3644429,0
36885,3013162,0
2165598,605519,0
4014759,3597420,0
3279170,2391482,0
1248611,2207491,0
3666447,2308923,0
812090,680139,0
2698211,2760356,0
698040,663064,0
3603705,2551032,0
4240626,1257690,0
4270977,203018,0
1426926,990311,0
1635758,1397727,0
2535179,1784331,0
2060526,1287860,0
2500382,2309529,0
3866082,3742117,0
3727283,1001576,0
1063649,4353366,0
3399773,4565508,0
3705165,249427,0
2709120,312378,0
2220122,1638020,0
1400005,2780603,0
760398,3652486,0
1620213,3949720,0
4284023,3454966,0
2830788,431061,0
140017,1308183,0
410289,1099541,0
1985957,3479529,0
3661374,4365976,0
2962308,3729686,0
2237237,3261320,0
4057103,451523,0
1965505,3097602,0
1518536,3391753,0
4652641,3592701,0
2857715,3576556,0
2233748,78170,0
514980,2171026,0
540928,4121157,0
4542141,1894558,0
890982,4569731,0
4538200,1898455,0
2046386,1510125,0
4471514,3547526,0
3302022,2687366,0
1160795,1579430,0
3542310,1473017,0
1492699,4586288,0
4649090,3201261,0
538197,2757820,0
2484296,4574267,0
3050556,2491167,0
2015086,4662340,0
3030753,3913028,0
3035813,1747667,0
3562572,4566725,0
1251028,651342,0
4443860,415240,0
3905844,3449112,0
4376870,4512989,0
1627567,2742597,0
2894872,908026,0
92277,465708,0
1437786,334320,0
593417,4159873,0
595706,2308688,0
513562,3608332,0
2797502,1357749,0
993264,1827502,0
3970711,3663913,0
3726538,2189434,0
4824753,4091874,0
3019994,4400579,0
913079,1984912,0
2663747,1485315,0
3340527,714269,0
1876543,3448098,0
3444171,729572,0
856220,2162771,0
996417,589790,0
3736974,3378906,0
1001723,33084,0
3983904,812699,0
1248528,1682594,0
1519532,3013546,0
3974666,3331818,0
2270335,1939150,0
4780732,4466653,0
2632112,620454,0
357678,4524242,0
2936952,4421512,0
1223166,916621,0
1608188,1104670,0
2534031,4373741,0
1915583,3922732,0
2430551,1905155,0
3889845,1620206,0
1027089,4243834,0
2255233,731325,0
353716,1012504,0
1024727,27990,0
1448605,3684659,0
89014,1814859,0
3881829,3803034,0
1992211,239001,0
1178318,1549752,0
141064,1241311,0
3369355,2253135,0
4255480,4762321,0
377555,2479203,0
3945397,2291933,0
2401202,3224575,0
3276302,4289475,0
1025703,1833731,0
4113394,2392245,0
3689545,2485546,0
663976,517676,0
1416637,2646928,0
528083,2781230,0
1037185,2082056,0
721205,2225199,0
4202443,3270877,0
3685015,2695515,0
1491961,2528600,0
3522686,1960297,0
3837701,4245274,0
1582407,2839791,0
3067508,2616255,0
2819587,1002715,0
2847391,4016405,0
332700,2290487,0
2629162,1795082,0
4412873,1559401,0
1277775,2709291,0
3067694,1416643,0
2257713,2028336,0
3218124,3642713,0
3942348,3342775,0
4336071,4666474,0
2380325,3385489,0
3256397,4511359,0
2806992,1767835,0
702767,1654036,0
209410,4374915,0
70884,71170,0
690808,3269451,0
4821117,2132263,0
4241375,3165161,0
3407768,3028121,0
2683148,4248786,0
583223,4610136,0
3146867,155441,0
3400678,3948859,0
1356511,647823,0
4855395,1828075,0
1616631,3829822,0
3354950,2390559,0
1072731,2585240,0
366832,1519018,0
2082169,1916765,0
1854184,3388197,0
3549390,4816210,0
4424999,2385095,0
1028615,3095253,0
3851200,4242534,0
2217503,42165,0
3885096,2927022,0
2041201,3227624,0
1593619,3010379,0
2341026,1685286,0
2783828,704851,0
1440212,1071801,0
4835566,2648958,0
4264409,2636235,0
3306959,3893353,0
2406905,3946525,0
3227756,80551,0
2819236,4834482,0
727362,3491869,0
4594271,2133540,0
3325743,4556076,0
1899029,653475,0
3089091,1391474,0
4393439,3407606,0
2420400,3993936,0
1567627,3374934,0
1285318,4415521,0
56964,3897554,0
3731630,150828,0
1372424,1932291,0
2584356,2473535,0
4460875,3030397,0
4314849,1006537,0
1299,1917959,0
13554,2938253,0
4722516,3356222,0
4338430,413176,0
2688217,2374657,0
1102637,4398663,0
2716456,4429729,0
3026954,2975680,0
1477697,560370,0
3276505,3346922,0
3141082,3272909,0
2744746,1661314,0
156020,982260,0
2402334,2749308,0
3780701,4336805,0
1861711,949978,0
1388542,1932335,0
1753178,4490040,0
2549673,3720770,0
4308519,2494234,0
1699320,512818,0
3872832,199528,0
4394980,1467904,0
4541905,3582128,0
3063255,4303038,0
4095409,2961272,0
2575503,905301,0
4773701,4095935,0
4639632,1034797,0
900377,1037640,0
277330,2121694,0
2012581,3511597,0
2911878,208191,0
4756539,3541921,0
3397643,4250854,0
3933491,3494094,0
3721175,2078054,0
911389,1999424,0
3775509,398896,0
3018125,2545306,0
4762443,4173756,0
4303485,3340539,0
2221111,1164624,0
2089261,4179549,0
679572,3457123,0
806558,2568740,0
2351782,4048461,0
1297412,2964907,0
3743822,2562755,0
4480047,903749,0
1796388,29443,0
2736442,2691992,0
3827690,1334441,0
4480199,1778312,0
4606283,1529906,0
349914,4405999,0
2967531,2528605,0
2340101,341212,0
3618560,259731,0
1433169,4653387,0
1920621,1375181,0
3029608,3480059,0
2853656,4463104,0
3153251,463996,0
1778156,4000501,0
3794988,3064703,0
4040270,2942964,0
1296617,4217279,0
4860469,956360,0
4176789,4142952,0
3976890,2744437,0
4098229,2613009,0
4675387,4410732,0
3860530,4113786,0
3386794,2063305,0
785683,1863775,0
3553045,1544442,0
324619,1753911,0
247426,431596,0
4146293,3198430,0
647043,1721326,0
938510,2364595,0
1733815,2105070,0
4548759,555207,0
1994935,2249245,0
1432564,1338879,0
1677166,2790762,0
3188251,4414821,0
2615312,1043497,0
4272655,4440097,0
1962352,4454017,0
277342,2300520,0
4810124,877865,0
1752011,2668952,0
1257044,1273525,0
2310789,3683794,0
1592420,865764,0
316295,2732738,0
2803872,1473967,0
3467183,3918838,0
1748971,2279010,0
4700081,1246042,0
1374211,436129,0
2053432,2584489,0
1205515,4031051,0
3928268,2297560,0
2091565,3050847,0
1481479,1390724,0
2113260,2043309,0
3153198,3305833,0
3333390,1748356,0
2610083,4298016,0
1035266,1509803,0
3156508,340898,0
2309227,753850,0
2411841,1153663,0
4259304,3248695,0
4322925,2110582,0
1514006,4038430,0
28526,379840,0
4543950,2558314,0
4715258,1795895,0
2935759,4627632,0
3804714,4516379,0
1562017,4240549,0
2296955,599606,0
3442955,844323,0
561633,4012010,0
2341063,819511,0
3098881,2659728,0
4414643,518745,0
223058,2632479,0
2100369,4126485,0
2103754,768933,0
2233637,3004009,0
2354928,1717439,0
1977194,2508131,0
1897696,2182990,0
4699997,4389267,0
564194,2290702,0
557848,330147,0
4339412,3082981,0
1005781,2837031,0
1981881,2885128,0
2587233,4805462,0
3791383,3419508,0
3236718,3729232,0
2792780,2600539,0
755686,3800790,0
3759509,3864605,0
3489946,3787133,0
1662876,1561335,0
2500695,67309,0
4263390,2330068,0
4102864,4116338,0
4336010,2047589,0
1040818,2457385,0
3074232,1363556,0
2496163,3865520,0
2744808,1036108,0
1161299,1090284,0
4090216,3126902,0
2280994,4523023,0
2623682,3017203,0
3960602,541122,0
3765507,530064,0
811641,1217182,0
3344148,4563679,0
4507122,1145685,0
1540115,2568447,0
4681886,1276952,0
3837912,4381239,0
4757523,394378,0
2928058,3229045,0
4365998,406663,0
2113577,338557,0
2899979,1260427,0
720976,1431580,0
644618,4347331,0
85006,4266066,0
1632414,4087440,0
3889064,3911667,0
3541568,4441003,0
681395,3571287,0
316781,1133604,0
1057917,2018482,0
1524773,3771731,0
3581709,4036384,0
894465,1114411,0
1110619,1126302,0
1429544,1215787,0
3736609,4600066,0
511134,4469992,0
1662573,143886,0
2673184,3527854,0
4415054,1798355,0
2211767,50953,0
565415,4457882,0
2853418,1021947,0
507239,2467065,0
825615,2813937,0
507759,545688,0
3103908,1697011,0
2652902,2602614,0
908052,1774262,0
3632753,1298509,0
4158821,4227530,0
4352040,1232977,0
1274134,1954591,0
1786247,1918568,0
2963672,897281,0
3058399,1435502,0
575109,4230738,0
4023417,3944379,0
4324310,638943,0
118581,3048853,0
3521671,1447703,0
1215223,637046,0
2557815,2948486,0
2139490,428417,0
3940758,1490912,0
4185993,4162387,0
180201,4589801,0
3384968,2850315,0
4461483,2230614,0
944390,1531848,0
3484185,970002,0
297463,3941230,0
1040730,392080,0
930180,4864305,0
4450911,4290926,0
714261,854539,0
4097147,2277956,0
2537046,3076653,0
866940,2134338,0
44693,2620086,0
4432573,1585932,0
2953602,3742128,0
2465975,2065665,0
3706183,2889969,0
3550056,1050991,0
467135,67633,0
521601,1152484,0
3113178,2649198,0
4133534,3248271,0
954689,1036711,0
4282345,3407276,0
3936389,3800259,0
4692132,3190095,0
4083489,1794708,0
3914537,355211,0
221117,2708428,0
3729142,319936,0
129232,570173,0
4622359,4528240,0
2567495,875108,0
4103405,3254934,0
4175775,2503675,0
425534,1678088,0
1778316,3183996,0
1006375,4309049,0
1121150,398304,0
1388052,1751610,0
1906128,1643228,0
1947539,2459767,0
1041773,1254018,0
3998798,2781333,0
988885,942527,0
2970865,1534422,0
2269670,915805,0
3993408,3981086,0
4150344,2758357,0
3994404,1706363,0
653221,2907573,0
1755922,4043046,0
3875444,3085261,0
897988,446859,0
3248292,3243240,0
2682808,1069394,0
1811423,4829341,0
1859531,3625430,0
2063931,153337,0
3764817,99668,0
1534653,1466736,0
2868218,1193554,0
230080,2110570,0
3676197,3773639,0
4776751,3639201,0
1040813,1348494,0
2581513,3401373,0
1345366,2142581,0
1287750,3500151,0
1143463,4782613,0
4269219,2769195,0
3737413,1149441,0
4075661,2245944,0
1710459,3793594,0
2145263,621227,0
3029434,3724598,0
1199464,934417,0
1844038,4080122,0
1463879,3152728,0
3525830,3771890,0
1111861,177428,0
883866,993345,0
1729546,302781,0
1625868,3944602,0
4351645,4557013,0
1133564,3897319,0
2850819,4224416,0
3275297,192468,0
4494491,1739301,0
2611462,3557659,0
4152673,951003,0
4323017,4836660,0
3709779,4732148,0
1068484,891393,0
2788066,2196363,0
4674954,1842878,0
3467058,3639770,0
4256921,2377384,0
1181578,4435478,0
3254913,2706382,0
1913701,2170471,0
4792838,1062820,0
3660510,4199304,0
868410,3308312,0
427997,3634538,0
1164417,2473047,0
2422277,4060463,0
3523305,3914314,0
