CN,RA,JC,AA,PA,Label
32,0.000689084598354858,0.00041354889569521447,2.921587407360708,2785500,1
20,0.0008268618782589153,0.0010455329604265775,1.928074089918088,783428,1
3,5.583458569208044e-05,0.0006071645415907711,0.26068528327630935,59184,1
0,0,0.0,0,4734,1
4,0.003483989944287002,0.012269938650306749,0.555344298656331,10325,1
64,0.01102645676120912,0.011404133998574484,7.245057501125243,431123,1
61,0.002772315885204973,0.0009162460946887767,5.864677534038221,4792680,1
14,0.000781723122843541,0.0006726565127564502,1.37907169172818,686202,1
17,0.004223454332432221,0.00047406581148912435,1.7141080907138,1326080,1
155,0.05710668695685082,0.02648667122351333,18.108121571614976,1695870,1
23,0.0013223729854658578,0.0058036840777189,2.2179908327244364,568024,1
34,0.027189405425965672,0.04014167650531287,4.201972799349257,187560,1
32,0.0030648896128444227,0.006695961498221385,3.1878510690696316,350538,1
3,0.001354616513620072,0.008403361344537815,0.37891331021417085,10791,1
0,0,0.0,0,2772,1
0,0,0.0,0,509690,1
4,0.002563964080940878,0.00032076984763432237,0.47710667166308834,323648,1
42,0.002592444013822105,0.0011945052757316346,4.0672366842414345,2704702,1
4,0.0016006513988465778,5.244794213943023e-06,0.3923730145985913,6101256,1
0,0,0.0,0,509690,1
59,0.0028720695224053266,0.0006592473406632699,5.620876173724536,7247394,1
2,4.360708186821387e-05,3.256586446087211e-05,0.1769389985865726,245648,1
50,0.0014302837572513435,0.001426655633863098,4.64448239684462,2312046,1
27,0.015736587365065984,0.010693069306930694,3.278288879779791,476847,1
14,0.0004774921070748814,0.0002130314373535409,1.2650515780278768,2036731,1
52,0.0015101914549216708,0.0007810035896126523,4.836203601441864,4526420,1
0,0,0.0,0,271808,1
47,0.08912546534754417,0.01070615034168565,6.161749713210225,4656002,1
33,0.006564529166871076,0.022916666666666665,3.4857910103100744,456290,1
38,0.0038869339170839678,0.0006544502617801048,3.764614007273287,2380501,1
2,3.2731823184006714e-06,2.2907145884158563e-05,0.14992483757038821,523830,1
61,0.0018419441099086864,0.03344298245614035,5.703388067174706,511924,1
2,0.0015276510316863635,0.0009871668311944718,0.25321498279481025,52052,1
1,4.12847824291966e-05,0.0036101083032490976,0.09905877727655886,1096,1
1,1.3112054304884109e-06,0.00020610057708161583,0.07383035914027619,14550,1
0,0,0.0,0,271808,1
14,0.000589124994662058,0.0015703869882220977,1.356036778426302,329004,1
19,0.0011140311624059072,0.0016359566040985017,1.8514353798312646,429052,1
307,3.3683582968917007,0.029047213549058568,61.917981913907276,6752115,1
11,0.008315533756970495,0.01636904761904762,1.4822553397527365,15180,1
22,0.027904840989266048,0.00033446849914862563,2.7772130679069424,6372997,1
5,0.00010584746685361983,6.949173743241929e-05,0.4428771740497417,719460,1
25,0.00047291301581455273,0.00036285523527533457,2.247552521569987,1929060,1
26,0.008665615594987915,0.009665427509293681,2.939110147601527,208323,1
104,0.006034480661726801,0.020352250489236792,10.067352553890963,1117760,1
2,2.1587890587369996e-05,0.00045330915684496827,0.17477911254394726,22045,1
81,0.03430183978949022,0.00020224769599924095,9.24133612256565,38846851,1
0,0,0.0,0,412120,1
76,0.05355440873542743,0.020261263663023193,9.540268658768776,3658176,1
58,0.004466585166925951,0.004469445942821916,5.472583585260462,1485800,1
12,0.0069188711789117075,0.007931262392597489,1.5976650867539022,59400,1
0,0,0.0,0,607,1
0,0,0.0,0,4630,1
20,0.0005001855818315736,0.00021410983834707205,1.871010591019221,2241744,1
0,0,0.0,0,25384,1
7,0.034012786689435935,0.1076923076923077,1.3045992129032236,620,1
0,0,0.0,0,762657,1
0,0,0.0,0,798,1
0,0,0.0,0,762657,1
3,0.0004960602757059716,0.0018159806295399517,0.3434103686400596,11536,1
0,0,0.0,0,762657,1
73,0.004031305411162158,0.002058135273055344,7.1308056921606635,3614880,1
91,0.016318363471668207,0.017608359133126934,10.139710466593227,791120,1
0,0,0.0,0,6231,1
58,0.011061138026537305,0.005510165304959149,5.888608712752885,1379664,1
6,5.25758534194572e-05,0.00022150847269908073,0.5046539487399169,324972,1
14,0.00027958174677598674,0.00012955405643004544,1.2698892590274107,2809326,1
0,0,0.0,0,7402,1
55,0.0023159259507048516,0.0005701431577637949,5.220551754847796,6366096,1
73,0.00411110350250348,0.0009433474620076501,7.140773386743263,6344750,1
40,0.0030746570533366387,0.0016922621314041544,4.019987730553075,3318576,1
41,0.0009266664008405574,0.0010595136573894617,3.718500612702869,2050305,1
0,0,0.0,0,24440,1
85,0.01387934126844192,0.020344662517951174,9.544540137372568,1081832,1
0,0,0.0,0,237446,1
0,0,0.0,0,371,1
0,0,0.0,0,1240,1
19,0.004106705214297845,0.003123972377507399,2.1391259048417006,314548,1
108,0.00880749334098099,0.0015690604524124304,10.627497615668396,9151198,1
0,0,0.0,0,9709,1
4,0.0012298339003681486,0.0024691358024691358,0.47845181531151215,60268,1
0,0,0.0,0,762657,1
0,0,0.0,0,1076,1
16,0.0002301256414962833,0.00027885252187249466,1.4260373613352166,1090125,1
9,0.00304767457738188,0.012244897959183673,0.9916941974270341,66023,1
2,3.296834462319492e-05,0.0002537427048972342,0.1799846331742224,23643,1
33,0.003063266431230109,0.00047895500725689407,3.2688648419740893,2618010,1
0,0,0.0,0,543616,1
8,0.008814325017399564,0.002611818478615736,1.0611373893437341,151050,1
1,1.3112054304884109e-06,0.0014771048744460858,0.07383035914027619,2025,1
0,0,0.0,0,8032,1
9,0.0012016835177023843,0.00025908973141031176,0.903273237520939,382085,1
40,0.0011902926934627895,0.01729355814958928,3.67449274770097,681070,1
9,0.014903152109442161,0.03296703296703297,1.2405813767754832,6885,1
28,0.0014442880424484137,0.00023578550255995689,2.6961185170192588,6767211,1
7,0.00038834601922425535,5.866085644850415e-05,0.654742468410287,1193270,1
1,0.0002257336343115124,9.718172983479106e-05,0.11910213857561307,30864,1
0,0,0.0,0,762657,1
751,3.1301150013842878,0.020650021997360317,123.99631593033196,73144728,1
2,0.0010002567974163898,0.003745318352059925,0.2595175429354799,5775,1
38,0.0017102238949208326,0.0004821845497918993,3.6140700804223718,3546045,1
0,0,0.0,0,762657,1
33,0.0012179058086228987,0.0005348807053941909,3.1130010729021422,2529208,1
0,0,0.0,0,271808,1
101,0.01635340678619637,0.02198519808445799,11.222395053413916,751814,1
670,6.003350017016785,0.03503084806023214,125.34757880694848,86505408,1
5,0.005406986503527991,0.00423728813559322,0.6837097012220288,121136,1
45,0.011792344440485752,0.000747421396183168,4.967276585870525,3912155,1
41,0.0009453802400826347,0.003735763097949886,3.754383656730424,5815760,1
26,0.005485684121501814,0.0020228740371897613,2.643528905894516,973028,1
8,0.0003324538204456458,7.184875836364453e-05,0.7541947267825876,1113430,1
1,0.0008417508417508417,0.001949317738791423,0.14124240919309178,5040,1
4,0.0065597588047325555,0.03125,0.6076602539458665,2331,1
0,0,0.0,0,1240,1
52,0.004188034189882757,0.0008427330481006093,5.169970725888949,4194784,1
63,0.007876141678523248,0.0004563828400052158,6.69855788493283,10904054,1
3,3.1903542734755585e-05,6.120949971435567e-05,0.24715621519812833,294054,1
36,0.0016620152674002076,0.003748047891723061,3.418021852917531,669970,1
0,0,0.0,0,12190,1
8,0.0031576861924461318,0.007246376811594203,0.9463576257256945,307111,1
64,0.002737066194694142,0.0005478654647868033,6.075158892198198,9694234,1
2,0.00041009399935800384,0.0005467468562055768,0.23362283732693723,65556,1
8,0.0020839139017659563,0.0001168907071887785,0.8737321295128794,1915760,1
0,0,0.0,0,480,1
1,6.367317831036854e-06,1.961969189235852e-06,0.08358176452866961,1529070,1
11,0.011167862520345516,0.01220865704772475,1.5477379799011834,13455,1
0,0,0.0,0,16133,1
56,0.0019332702780347152,0.000975694746929175,5.258924406293684,4360500,1
84,0.004187470527339842,0.005246720799500312,8.113505527015075,2233560,1
7,0.00013212548945361598,0.00018845573982339005,0.6328895970503943,482794,1
1,1.9619768879122606e-06,1.1453966508601929e-05,0.07609447843011201,174610,1
49,0.0018233514848387592,0.002495035388767249,4.609966845811482,1236375,1
15,0.0016192790825926436,0.012224938875305624,1.5086301901826777,72041,1
6,0.0004740997879121926,0.0005447612130016343,0.610961402167153,88096,1
7,0.0003218866839824442,0.006802721088435374,0.6828301879453206,151360,1
8,0.007256014925575159,0.016597510373443983,1.1045322324175881,10296,1
57,0.011391437548010624,0.011115444617784711,6.488849759293739,332800,1
1,7.331915829606276e-05,1.6169455897809037e-05,0.10503441929947843,123688,1
0,0,0.0,0,762657,1
12,0.016151036008423682,0.01812688821752266,1.6552050864726928,44400,1
1,2.496984890744426e-06,0.00010034115994380895,0.07751681639600151,39852,1
34,0.0011514251947650242,0.0009161950956615468,3.172593930650692,1706508,1
45,0.0022512974427755846,0.0007509762691498949,4.24227097360004,3055716,1
30,0.0008145639403066,0.002024564718585504,2.768297069467518,636615,1
1,2.496984890744426e-06,1.961973038566504e-06,0.07751681639600151,1019380,1
2,1.2950616476289494e-05,0.0010498687664041995,0.1618498988737976,15192,1
4,0.005314433355919522,4.050304785435104e-05,0.502729895442315,1086261,1
73,0.004211581325599761,0.0012229649360875174,7.137766056918766,5787699,1
11,0.0038510993857580923,0.0036255767963085037,1.2686607161210628,60500,1
1,9.082239680305163e-06,0.0001699524133242692,0.08613865591241826,123144,1
0,0,0.0,0,271808,1
1,0.0006325110689437065,0.00040032025620496394,0.13576234179456134,4994,1
160,0.02045973030543155,0.030505243088655862,17.006081154008214,2653014,1
77,0.0042860955840012165,0.0010226306842328942,7.478184914365272,6850662,1
0,0,0.0,0,743342,1
6,0.005332767586634999,0.010033444816053512,0.8025787782211592,11680,1
18,0.0029839538790813343,0.0027301683603822235,1.8170860628469248,367080,1
69,0.004295175546564289,0.0019434977325859786,6.703387018541028,4678080,1
4,9.526903253778595e-05,0.0008920606601248885,0.37057208679827747,58175,1
25,0.0006672397294922936,0.0010608503776627345,2.319592503778911,1294480,1
44,0.0023289888259311674,0.0007131627145566235,4.234222776217154,3269464,1
3,2.9497370352005125e-05,0.00018969332911792603,0.252644829848624,158080,1
0,0,0.0,0,3146,1
0,0,0.0,0,434,1
0,0,0.0,0,2144,1
1,9.254888895058815e-06,2.825497287522604e-05,0.08627860733702925,176940,1
23,0.0010924321529451608,0.0008826464041753013,2.1580794124068396,1041640,1
15,0.0004767846391949245,0.0013053694195457315,1.3990364203697694,641200,1
43,0.0014920106861370697,0.0016862745098039215,4.049453193172693,1350970,1
0,0,0.0,0,14240,1
63,0.0029094284562779012,0.0005392727521742108,6.040848586981504,10395022,1
5,0.0001240584598648372,0.0001207233744597629,0.46893754873387344,331312,1
46,0.001324615458636848,0.0013654308528006174,4.258903660043096,2390144,1
1,3.6790675771132564e-06,1.961973038566504e-06,0.07991783670433865,1019380,1
9,0.01552911268491266,0.008057296329453895,1.2768818379539983,24288,1
7,0.0008075210578396665,0.00010834236186348862,0.7038829150006061,710666,1
1,0.00012929919834497026,0.00019743336623889436,0.11168964520372898,50560,1
48,0.010081739676314528,0.00012912910489318603,4.772247088371263,36423758,1
141,0.009012262788748726,0.011010463845072623,14.040856167549958,4298646,1
1,2.496984890744426e-06,8.378718056137411e-06,0.07751681639600151,238698,1
23,0.002536378466213911,0.0003784139519578809,2.261442623145525,1519450,1
33,0.013114044525924127,0.0003116824239447661,3.8430807079547935,3811464,1
6,0.0001471567969356192,0.00013976565957744182,0.5470230020964749,643800,1
0,0,0.0,0,12735,1
96,0.3125972272472791,0.025737265415549597,14.63036103714265,2141745,1
72,0.0038512397396699696,0.007279344858962694,7.056961596026871,1751336,1
43,0.0017090549166567778,0.0023148148148148147,4.106607398429067,965484,1
0,0,0.0,0,71209,1
0,0,0.0,0,9561,1
28,0.002796071592096894,0.0008621751447222564,2.8560630873677,1655103,1
23,0.0010772639246918716,0.001121240189148345,2.1858849122110575,758463,1
2,6.831573966195106e-05,4.5393676660841146e-05,0.1921554779718927,352424,1
0,0,0.0,0,90003,1
0,0,0.0,0,63653,1
26,0.000998278638886033,0.0008612979096962269,2.50186577155883,1478036,1
1,2.496984890744426e-06,1.961973038566504e-06,0.07751681639600151,1019380,1
1,3.1556691596453026e-05,2.426448286320898e-06,0.09649040378701663,2472720,1
37,0.0011754142044792088,0.00035464051911704095,3.478594020347683,4381692,1
3707,28.768239769322705,0.10338576528335565,717.9670888330514,368234130,1
53,0.0016514368723766998,0.00045373604547633726,4.952795561595263,7358274,1
25,0.003782153163257488,0.008437394532568343,2.587743893414074,141120,1
0,0,0.0,0,284,1
4,2.6228372752500887e-05,5.5596480742768986e-05,0.3248246601756862,359730,1
0,0,0.0,0,743342,1
0,0,0.0,0,509690,1
1,0.000146864444118079,0.0004462293618920125,0.11330160188034287,11185,1
2,0.004592308708867451,0.0041753653444676405,0.32714556142143575,12684,1
49,0.0014405926380210662,0.0004696275565949127,4.5827784264743805,6363886,1
10,0.0012527083194823403,0.0008094544277157196,1.0177249149774652,1214235,1
0,0,0.0,0,55710,1
2,0.00025487958639150036,0.00023738872403560832,0.20880302050428948,25272,1
32,0.0019498617524723913,0.0007766990291262136,3.1618552051382123,2141360,1
75,0.004897786775365194,0.004866337918505061,7.360403181130629,8316010,1
26,0.0031554139578777664,0.0011880283299063284,2.4935481879223262,1245678,1
15,0.0004919895444491513,0.00016058409789206608,1.4158622663265075,1681308,1
49,0.0013187750031284403,0.0006332549303419576,4.5413545454396065,4023500,1
0,0,0.0,0,101972,1
160,0.7172478546777035,0.00593009895852637,25.7367049858771,19177290,1
1815,14.822257323425491,0.017524210445008737,349.1418487561297,348132408,1
2,4.458961778656686e-06,1.684579360533675e-05,0.15361129482611352,356169,1
14,0.01845412405926978,0.00975609756097561,1.8899284967976464,252938,1
21,0.0013166959148066307,7.724677770584428e-05,2.0173316342220162,18754752,1
108,0.009964771018633013,0.0022265745799402124,10.882479937075809,7027860,1
0,0,0.0,0,1486684,1
0,0,0.0,0,762657,1
57,0.21658048025159823,0.04909560723514212,8.85292711929488,307377,1
0,0,0.0,0,509690,1
66,0.007183118118285272,0.001090098274011066,6.77685493681641,5567748,1
7,0.00368971217305199,0.010057471264367816,0.8644425173874009,10992,1
3,0.0027696990786137505,0.010676156583629894,0.3495390294516179,17139,1
27,0.0007610027914721066,0.0018521059130196186,2.5051487466831497,945100,1
41,0.001677671269794039,0.0034266610948600084,3.8710882895150767,788040,1
0,0,0.0,0,159965,1
10,0.001074931499012928,0.004329004329004329,1.0295651323233723,48279,1
7,0.02563789080776323,0.051470588235294115,1.142990515221582,2460,1
9,0.00030847460807314104,0.0001250920816712302,0.8406209746243214,719460,1
13,0.01077589930271327,0.005736981465136805,1.7409931547340294,175920,1
1,1.3112054304884109e-06,8.82223202470225e-05,0.07383035914027619,33999,1
0,0,0.0,0,743342,1
54,0.013905997722531377,0.018461538461538463,5.9942229527088315,268398,1
15,0.010950161754870924,0.007447864945382324,1.8969181074519907,52078,1
2,0.002174209843675336,0.002320185614849188,0.2924982338224656,3440,1
0,0,0.0,0,5185,1
87,0.005468967135717503,0.007492894668848506,8.574401750218096,2996232,1
0,0,0.0,0,42633,1
65,0.01009672737658016,0.004297520661157025,6.5766843209161445,1838296,1
5,8.161167244328396e-05,0.00017798661540652144,0.44178955043191037,308946,1
4,0.00010175841497704928,0.00028260562385191464,0.34896233814792776,183885,1
6,0.00012346878910819692,5.656588511468733e-05,0.5540735169510818,848552,1
0,0,0.0,0,18064,1
9,0.020556219306554633,0.02616279069767442,1.4636363044504481,17346,1
58,0.0018403832870411171,0.0008976938554403343,5.464708319772543,4005572,1
40,0.00462389102965923,0.011101859561476548,4.1800847572343685,229056,1
72,0.011890695054691732,0.029925187032418952,7.6774629143576085,407277,1
1,0.00390625,0.0007616146230007616,0.18033688011112042,22049,1
3,0.0019256621061274897,0.0016059957173447537,0.34522022339471514,20460,1
7,0.0010254974972559215,0.0013348588863463006,0.7166398033951085,130650,1
6,0.0005412340148151772,6.855575868372943e-05,0.6249219911639375,875160,1
8,0.0007205135272768124,0.006279434850863423,0.7891197944740932,80256,1
23,0.005389527305589732,0.0027001643578304767,2.636406829169376,424550,1
29,0.054242487718427226,0.0283203125,4.333075651581171,54890,1
2,0.003977210513116671,0.013071895424836602,0.31956726680689973,750,1
25,0.001042614361531561,0.0005442117636814838,2.298313816483546,3304152,1
57,0.002458536820846177,0.0014706641209556736,5.4406522086001425,3755646,1
0,0,0.0,0,71209,1
0,0,0.0,0,275316,1
0,0,0.0,0,170532,1
3,0.002731303258812496,0.003464203233256351,0.4207555901609936,179088,1
16,0.004772920534730904,0.00018843925189616998,1.6927902302479791,4328523,1
77,0.004273719006364759,0.004158340983960685,7.437445137893528,1904573,1
15,0.005411441617427809,0.0039989336177019465,1.812653309925734,63733,1
33,0.0012508107990364331,0.0009525458953931416,3.0712160408726823,2042462,1
5,0.002789167517260505,0.0031269543464665416,0.6013273083115075,11179,1
41,0.0009003505555375968,0.0018526886579304112,3.767177390005697,1216380,1
29,0.010106959436132022,0.010062456627342124,3.382721772601489,1813224,1
0,0,0.0,0,743342,1
4,4.473156700178142e-05,0.001799370220422852,0.3496668878617539,19962,1
27,0.004391092280434905,0.0004238951252060601,2.864791114806653,2419992,1
24,0.0005015977130380433,0.0002742230347349177,2.1240262793232114,2450448,1
5,0.00015711195464784714,0.0005762360262763627,0.47206779462470283,181881,1
0,0,0.0,0,943,1
24,0.001213083966685692,0.00022203719122953095,2.326217108419672,6807213,1
43,0.0013033256038231821,0.0006284160991436004,3.998609783063767,3352580,1
12,0.00046573176228659956,0.005783132530120482,1.1410670885680987,103836,1
2,0.0015154692859504968,0.006309148264984227,0.24031721003512171,2488,1
0,0,0.0,0,412120,1
37,0.001174966640342432,0.0005557892206933846,3.474878660609518,2928860,1
8,0.0023451537961358127,0.004914004914004914,0.9408014766797751,30723,1
8,0.0004390800162474796,0.0005649318550949792,0.7655166889995131,339480,1
0,0,0.0,0,762657,1
63,0.022610191412628784,0.01108179419525066,7.191860374167336,953667,1
8,0.005107437096936651,0.00414722654224987,0.9684017364835721,53452,1
135,0.020304668121561557,0.0013265205856342734,14.21254609609185,21964824,1
19,0.000745882561969545,0.00028537098227696003,1.7901072304980525,2263210,1
9,0.0007296719466927722,0.00013062978068711264,0.876232417287421,1033365,1
37,0.000957622118115696,0.0013395604793454256,3.3808239775437845,1104720,1
45,0.002740505894781747,0.008384572386808273,4.242915362925602,520772,1
9,0.0007658185660317496,8.173867238231902e-05,0.9022217189766422,1211155,1
1,1.3283387795223294e-05,1.284604020810585e-05,0.08905515413823827,155688,1
1,2.8258166610150335e-05,9.444654325651681e-05,0.0954733410175004,21174,1
28,0.21795496858278907,0.039886039886039885,5.392816298422374,76104,1
19,0.0011600791320970176,0.0016344086021505377,1.8367780193984176,556608,1
