Source,Target,Label
4624595,1963678,1
3638272,3799249,1
781211,1555920,1
3361377,2279375,1
414608,3248937,1
1629019,1836123,1
2261139,1467679,1
3669803,2670358,1
3137585,563748,1
4861923,989602,1
2046319,1705028,1
4621952,1219579,1
3943091,1845897,1
401947,231332,1
2774493,3172400,1
3549674,4358584,1
1927211,1625903,1
2342664,3094391,1
1534362,3071885,1
765601,187624,1
1875,2088446,1
2827436,2708781,1
78836,70084,1
1471685,2585159,1
1735116,3635845,1
1234540,73297,1
765601,1095191,1
1628356,2625570,1
2886330,1406849,1
805360,621222,1
4183784,2121791,1
3549674,2795719,1
932720,3071998,1
3638272,4573188,1
2979123,3992865,1
3509903,782765,1
2998026,4843915,1
3216427,2744721,1
427805,4737813,1
2206273,4842380,1
161276,4393064,1
2722942,3951736,1
1234540,1247385,1
427805,4731808,1
3561502,198764,1
671026,1772670,1
1723291,802503,1
532681,3425931,1
2147720,19568,1
3638272,17907,1
2181765,61085,1
3836080,805659,1
3633377,3652122,1
2772256,4138617,1
4443577,2279362,1
1923198,2547880,1
370461,3805667,1
2961801,3496816,1
415521,2309871,1
3395938,4107454,1
3638272,4033051,1
607449,3379183,1
3280389,4017155,1
808127,3404887,1
4272102,3392813,1
1717922,1893901,1
2827436,1339497,1
2068128,163835,1
3765475,2024252,1
3395853,3274144,1
2906370,2387994,1
274427,2241139,1
1103332,3951121,1
1439091,2038426,1
978341,4084371,1
4727207,3636282,1
3361377,1480486,1
3378063,283749,1
1943970,338658,1
2405789,2274668,1
445996,2337164,1
3278135,397977,1
2476549,1861969,1
932720,4472087,1
3181831,2945306,1
815517,2540584,1
2405789,2264767,1
4598624,417358,1
1924872,2143664,1
3734245,2592530,1
3765475,4549618,1
3369932,4200716,1
2880930,285776,1
1344759,625945,1
2981537,2950704,1
4429751,781746,1
3906136,1071101,1
3280389,4843787,1
1839283,4635238,1
3257653,4840320,1
94189,3782543,1
2720278,19595,1
4140279,1791436,1
4267737,1050976,1
1321779,864030,1
1913445,4586551,1
2147720,250475,1
3475703,815006,1
4801471,2626940,1
1534364,1106632,1
3280389,4006026,1
4103612,3001688,1
3280389,3008420,1
1613202,2047565,1
768269,4845206,1
4624595,3483158,1
774221,1340899,1
4183784,3669131,1
4289995,1292718,1
1589020,659480,1
1843507,3448031,1
1192480,4766845,1
2498087,1280,1
4845692,1442838,1
2529661,765721,1
4705972,1581996,1
4830192,3880548,1
3280389,4577684,1
837553,4316458,1
2246661,1869014,1
3128197,217191,1
427805,414558,1
3849054,2116053,1
3361377,2050607,1
1124035,2070613,1
427805,4071266,1
3758735,3410038,1
3438576,4461896,1
3509903,3842436,1
4689808,1677400,1
3065808,3871554,1
3509903,4364936,1
474172,4757618,1
4295952,2458221,1
3137585,1216838,1
4619326,361092,1
2779329,1584717,1
2981537,647837,1
2827436,2490631,1
2031305,1157856,1
3549674,4196676,1
4358855,2008531,1
429643,1675089,1
4783880,4130930,1
1353265,2361915,1
1580988,2737312,1
3514791,4108566,1
4238001,534029,1
3060714,3457275,1
2883055,2625308,1
1580988,4402742,1
2343253,1492981,1
196521,1907143,1
2516076,519839,1
4179343,4326311,1
1431189,725902,1
3419989,4362648,1
2687552,1100762,1
1580988,626087,1
873006,1905203,1
3280389,4264866,1
1880135,3800527,1
2928178,878588,1
91412,4057067,1
946854,2191369,1
1875,2240977,1
687713,446488,1
2981537,4157320,1
3271484,753872,1
2101710,3028750,1
2536245,208426,1
2147720,600030,1
1517229,2313924,1
2659363,451446,1
3500435,1648967,1
4050480,1562523,1
805360,2514572,1
1875,4494796,1
1906576,2171454,1
3361377,2727874,1
2341838,4256361,1
458350,1057522,1
3253657,3529321,1
3539385,724650,1
2343253,1265914,1
4496752,4532323,1
3638272,742006,1
3034670,1488049,1
1580988,2835198,1
4183784,2628790,1
4236325,2143573,1
2962391,4754247,1
1843507,2264965,1
3688432,570293,1
4360960,2224191,1
3280389,1103791,1
2646792,3545300,1
1103332,238644,1
4209323,1752407,1
3765475,2483413,1
1644171,1183587,1
2617350,160117,1
4319972,2671722,1
3734245,2832469,1
2893334,1561964,1
665164,1548286,1
3561502,1444303,1
3033166,3653563,1
2978118,1403316,1
2405789,1698103,1
2827436,382372,1
4053607,2939872,1
3206499,562181,1
2054072,1055245,1
3509903,3260870,1
3633377,1927323,1
2827436,2542107,1
2075015,4607560,1
393185,3807679,1
820381,3354622,1
1927974,3177165,1
3280389,3645209,1
3509903,2840227,1
593740,3441674,1
818544,899888,1
755739,1017439,1
3509214,3365395,1
427805,20748,1
3280389,2202870,1
3280389,2536243,1
4417253,2328091,1
2950311,1813114,1
1348342,575597,1
532681,990269,1
2755798,2632185,1
1923830,3646115,1
3836080,1801839,1
2147720,1279026,1
4302921,3724794,1
4411870,2582958,1
2142759,3734972,1
4258870,3481424,1
2950311,688342,1
4295952,135175,1
3065808,2973406,1
2142759,4326547,1
3414168,2145105,1
4329730,428314,1
3645402,2097273,1
4077562,1924204,1
4843360,1403374,1
2806428,1489258,1
2702724,3851908,1
2182964,200145,1
941212,559722,1
708290,4691571,1
1242199,3998325,1
2075015,4403756,1
2516076,365832,1
1107041,4710933,1
1580988,4827749,1
2182964,479022,1
2456835,2917095,1
1652056,2786880,1
2247657,3157699,1
2260014,2361674,1
64357,450280,1
3509903,3010046,1
4594361,3612371,1
3387987,3650478,1
2260014,883775,1
2399023,2311707,1
957197,732950,1
3238058,1061444,1
3683235,342024,1
354904,1683463,1
4473394,294856,1
4258870,4524754,1
427805,2484632,1
3155346,401173,1
4797841,455736,1
1805743,636915,1
1927211,1954924,1
2207944,2428291,1
2887240,3724184,1
3842148,2325482,1
3549674,1567683,1
3871554,2462089,1
3397281,4255774,1
155821,4663507,1
3638272,159689,1
64357,613293,1
2343315,4727647,1
2276175,4278790,1
105414,4450254,1
4653941,3261787,1
3280389,3428772,1
3181364,3071531,1
1192480,4631138,1
1580988,4506593,1
1839283,4238439,1
1539837,992181,1
307250,1683654,1
4496752,3845820,1
3092809,4178055,1
3872420,3440503,1
115125,3707500,1
3509903,145263,1
1805743,1303011,1
427805,1556709,1
858343,3842627,1
2755798,4827245,1
3561502,1897472,1
1822719,4483642,1
3509903,984915,1
4624595,1159487,1
3176788,1633656,1
1615261,2708398,1
2707418,966267,1
1962884,1655173,1
765601,2340178,1
2263130,4241427,1
3509903,3150195,1
92352,199779,1
3671141,1039899,1
755739,3492716,1
2441425,3439566,1
1063233,3143269,1
3854592,4165864,1
2687552,2276522,1
3051212,2756904,1
3361377,4276368,1
4861874,2244890,1
3545951,1709664,1
4314280,2155986,1
2260014,3999364,1
1654099,1228553,1
892512,4244602,1
3505068,3534706,1
805360,4034567,1
3914135,3162208,1
2702724,4225147,1
2482338,4097806,1
2529661,1419676,1
3509903,749963,1
3764177,4236227,1
2536472,1256036,1
1063358,2664095,1
2122741,1889057,1
3509903,1090824,1
3210349,4811593,1
2781817,2427075,1
1966548,3704288,1
3253532,2663443,1
2528239,1614184,1
4193534,1332164,1
1471685,417222,1
4782707,78408,1
3672238,428125,1
4314280,3116138,1
4411870,3347537,1
3501482,1488916,1
4013601,1938339,1
1467796,2444153,1
226540,1324377,1
2956248,632082,1
1534362,3982271,1
323258,4856541,1
1966548,3426339,1
1171914,4667561,1
1580988,4068717,1
1471685,151367,1
3765475,619639,1
3361377,2715880,1
687713,472298,1
1887669,3038405,1
2940588,4483781,1
4357854,1079043,1
3361377,2429456,1
2851109,4653098,1
3361377,2980373,1
3361377,915134,1
932720,2099551,1
2911269,4703416,1
1436216,1213539,1
427805,3440358,1
4624595,1097703,1
4297315,4390630,1
2893327,3121249,1
4594361,2542181,1
2668463,4146493,1
4649206,858187,1
3438576,4492901,1
1483094,2743394,1
2827436,2272846,1
1477055,67678,1
774221,3269979,1
4705188,2934756,1
2075015,3403764,1
2148937,1593580,1
2650412,875110,1
4191727,2511334,1
3638272,783908,1
4330391,2581967,1
1539837,4566150,1
97450,298291,1
4360960,1306885,1
593740,927436,1
4209323,4733353,1
2751572,2051217,1
1144523,11079,1
3454888,4725246,1
1497278,2918792,1
4217975,3184521,1
3638272,246750,1
837553,1878056,1
427805,4689679,1
3826651,1039932,1
3632787,807945,1
4312439,1458602,1
974650,2011141,1
4723328,4041273,1
4708835,4636934,1
427805,2932374,1
1138515,2994403,1
2516076,4447480,1
1926532,3646795,1
1839283,2295925,1
92352,1983378,1
3242275,1155711,1
272633,2291181,1
1723506,2488744,1
1652056,1607551,1
2887240,4279559,1
2516076,500309,1
2781817,3207026,1
3088808,2968680,1
129786,3082320,1
4411870,3094213,1
4011264,1962253,1
4619326,2454380,1
3280389,2437278,1
1301815,4629088,1
3935366,2952382,1
3438576,3118817,1
2044668,1813425,1
4100923,542889,1
3361377,4822277,1
3144238,1924817,1
4417253,4674719,1
354904,64457,1
4707650,3995011,1
4088293,263754,1
3065808,418665,1
2791231,1293247,1
3467959,4229284,1
1880135,4359828,1
4492248,377109,1
3140664,3467479,1
1913445,2151131,1
3144238,3406513,1
4209323,2582063,1
2722942,402904,1
1494665,2183681,1
2516076,2887043,1
3181831,1828194,1
4322182,929559,1
522588,4252574,1
2981537,1839890,1
873006,4837142,1
775275,4113690,1
1810977,3682629,1
2884562,3881436,1
4411870,3171378,1
3361377,3680347,1
2668463,2363905,1
3856897,511278,1
1063358,4512616,1
3361377,1503368,1
2314038,2860521,1
3280389,3808504,1
2631627,1151291,1
4011264,2093294,1
1580988,136157,1
2594373,3973293,1
3140664,3032312,1
4178055,598200,1
1051108,3848141,1
3739473,3497543,1
907654,190302,1
2791796,3647065,1
4496449,2249205,1
1580988,2071012,1
1822719,995112,1
3206499,778178,1
3561502,113516,1
431086,2232056,1
3361377,4257331,1
3361377,3677334,1
2063746,849893,1
502082,3865808,1
4563180,384565,1
2542968,1382680,1
2981537,2261811,1
802229,3955936,1
1015986,4393609,1
339807,386300,1
1609659,2568744,1
898068,2610449,1
931242,913663,1
877654,884804,1
3361377,2529085,1
1580988,3718960,1
1705425,177040,1
1637447,1684797,1
2203596,78478,1
4183784,3579305,1
525299,2155644,1
2362241,2667881,1
2148937,932745,1
3361377,2671934,1
3361377,1045606,1
2827436,4241763,1
474172,154135,1
3361377,3921978,1
2631627,958349,1
4304056,2428431,1
3280389,791004,1
1588330,3822302,1
3361377,2197684,1
1331940,4349128,1
4140279,1961936,1
4731914,1922506,1
3508618,3644598,1
808127,1623492,1
4191727,1757409,1
2490914,962404,1
1190435,1749215,1
3071504,792290,1
1063857,2179684,1
226540,503671,1
4272102,4476830,1
3361377,1212479,1
2827436,1049248,1
2847517,550749,1
2343253,2030115,1
3289311,2572896,1
3300452,1542662,1
3408985,1231769,1
2751572,200707,1
89426,3519230,1
1086912,543077,1
471706,2073474,1
2526256,936908,1
813554,4614014,1
3638272,3027354,1
439557,3104772,1
3361377,1956285,1
3298300,4525249,1
3280389,4211666,1
4738916,153448,1
427805,854123,1
2075015,1112842,1
2343253,886957,1
1966548,2832271,1
3536369,1398930,1
3638272,484222,1
248330,437305,1
617168,1436618,1
2260014,3936845,1
3280389,1856901,1
2091039,3252918,1
708440,1719051,1
837553,582930,1
3509903,1935372,1
856236,3936039,1
4272102,61523,1
3549674,1440097,1
3361377,4781063,1
1575009,918559,1
2851109,4439217,1
4015080,2863122,1
3896145,2240827,1
3361377,3603082,1
4181760,1118538,1
4121239,4253184,1
3764177,523736,1
1103332,188406,1
4329917,4344495,1
1527599,2557982,1
2981537,750859,1
765601,1799130,1
866357,3463512,1
3356819,638047,1
3549674,254026,1
3316576,2610998,1
4238001,4017651,1
3914135,1107250,1
1123367,2020580,1
2147720,37536,1
2883055,4432166,1
2950311,1707825,1
1966548,2465754,1
2793423,1574309,1
765601,2479369,1
2148937,661485,1
1534362,1593927,1
2887240,4662385,1
932720,530523,1
2998026,2669929,1
4052552,2087152,1
1006943,4198120,1
2405789,1036986,1
3361377,4058793,1
907654,413389,1
2851109,2901128,1
3137487,4631514,1
1880135,4614199,1
2887240,4759064,1
3242275,4123906,1
2261139,3825836,1
2343253,2801131,1
1591435,2123609,1
3569179,2048421,1
4119465,1475347,1
3561502,1621200,1
2490914,1630711,1
1839283,1906425,1
3765475,1762930,1
2985909,1779120,1
1455058,1835361,1
65840,1765077,1
4451122,899379,1
1276253,1873089,1
3638272,2046214,1
2681811,2394614,1
940526,3036736,1
2335027,751699,1
4238001,621864,1
1331940,4000529,1
1056518,2900626,1
2961801,902234,1
687713,3101371,1
2260014,349942,1
3742930,4287971,1
1339664,841298,1
4828314,1946318,1
1639434,3986421,1
502082,1462495,1
2981537,579725,1
2686902,4600827,1
1120955,265296,1
1436216,2201256,1
2893334,4258287,1
1580988,1193080,1
378660,1339861,1
4451122,1346822,1
1512714,1246297,1
3361377,1288547,1
1652056,3425032,1
4656285,403141,1
748019,393142,1
4733353,2140839,1
3462574,4862395,1
2981537,4593220,1
3474818,1898068,1
3509903,3264727,1
1814709,3286294,1
837553,1641535,1
570894,706882,1
3910508,4087089,1
3242275,1894697,1
3361377,2130651,1
1250021,4101855,1
1580988,3251133,1
2827436,2242918,1
2961801,1758465,1
2405789,1488337,1
2772256,3112888,1
4516604,1544425,1
2096270,502424,1
2260014,127693,1
2981537,4262658,1
1207753,4564561,1
3438576,477906,1
837553,2132552,1
2092359,292360,1
595757,2891685,1
4850593,2375626,1
3759853,916643,1
4295952,4703626,1
4680108,981174,1
4360960,3619814,1
445900,2818570,1
4106519,4648990,1
4460816,3702339,1
866357,4642569,1
3509903,977065,1
3451435,564601,1
1880135,2965734,1
2490914,1632272,1
1234540,1253793,1
573101,4081965,1
1008268,4640350,1
1757895,1352010,1
1580988,2038776,1
1941179,4401332,1
2585759,2026738,1
2147720,1668515,1
2549544,1702036,1
3379358,1329325,1
1015986,2197872,1
3361377,738452,1
530200,1098281,1
2482338,673206,1
3257465,1508021,1
4727207,3927135,1
3257465,1146502,1
866357,2128570,1
2042636,2398402,1
4286410,4198594,1
4782707,3114158,1
522588,178673,1
3752160,1721768,1
427805,4181019,1
1377,2925137,1
530200,620654,1
4295952,1312930,1
2881894,2476650,1
3758692,4345451,1
2260014,2550199,1
3383252,3719119,1
4653941,1195756,1
3280389,950282,1
3329658,3240045,1
2516076,2042278,1
837553,709476,1
2961801,872749,1
3914135,2264835,1
2827436,3690206,1
2285283,424377,1
4295952,158025,1
2342664,4557612,1
4018742,2869687,1
840801,594131,1
4750855,2592310,1
3280389,714889,1
3752160,1606013,1
3065808,2343967,1
4642569,2186462,1
2781096,203736,1
3235479,4310626,1
846208,4625754,1
2772113,1512686,1
928104,3178131,1
536859,4015627,1
2790006,3532382,1
1673225,133921,1
2821086,2554057,1
439557,1374934,1
324108,1610953,1
1250021,3363775,1
4788253,1453102,1
2144660,482020,1
3280389,4049949,1
4191410,250117,1
1580988,2217177,1
1327376,3182046,1
4272102,931467,1
743326,785919,1
2950311,1662174,1
4672596,4453016,1
2443764,1177592,1
3876737,2358656,1
2981537,1347792,1
3235479,3444324,1
354904,2468306,1
2122084,4413105,1
3449530,2951093,1
765601,2811884,1
948768,2087374,1
3402731,3894951,1
3271484,4572608,1
3361377,2157122,1
4727207,2358705,1
1041449,868783,1
3638272,2372191,1
2650412,264656,1
2677334,637285,1
1392121,1374852,1
2260014,1191427,1
2343253,948768,1
3419989,2908677,1
3657968,2896165,1
4360960,2130697,1
3361377,2709718,1
4411870,1865320,1
2781817,2316982,1
3638272,2009969,1
3873768,4472260,1
4360960,1674451,1
1741497,2692930,1
4633132,157123,1
1341178,3977275,1
2948092,2814715,1
3734245,3534483,1
3683235,1268049,1
2150273,1280779,1
2410136,3841840,1
2881425,180594,1
427805,4701604,1
2123373,2908013,1
1363220,4762398,1
1817799,2226267,1
3361377,4325732,1
3509903,3500271,1
3361380,1675400,1
